,Region Code,Region,Year,Series,Percentage,Footnotes,Source,ISO
188,32,Argentina,2020,Percentage of individuals using the internet,85.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARG
189,32,Argentina,2021,Percentage of individuals using the internet,87.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARG
190,51,Armenia,2000,Percentage of individuals using the internet,1.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
191,51,Armenia,2005,Percentage of individuals using the internet,5.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
192,51,Armenia,2010,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
193,51,Armenia,2015,Percentage of individuals using the internet,59.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
194,51,Armenia,2019,Percentage of individuals using the internet,66.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
195,51,Armenia,2020,Percentage of individuals using the internet,76.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
196,51,Armenia,2021,Percentage of individuals using the internet,78.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ARM
197,533,Aruba,2000,Percentage of individuals using the internet,15.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ABW
198,533,Aruba,2005,Percentage of individuals using the internet,25.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ABW
199,533,Aruba,2010,Percentage of individuals using the internet,62.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ABW
200,533,Aruba,2015,Percentage of individuals using the internet,88.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",ABW
201,36,Australia,2000,Percentage of individuals using the internet,46.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
202,36,Australia,2005,Percentage of individuals using the internet,63.0,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
203,36,Australia,2010,Percentage of individuals using the internet,76.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
204,36,Australia,2015,Percentage of individuals using the internet,84.6,Population aged 15 years and over. Accessed the internet for personal use in a typical week.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
205,36,Australia,2019,Percentage of individuals using the internet,93.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
206,36,Australia,2020,Percentage of individuals using the internet,96.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
207,36,Australia,2021,Percentage of individuals using the internet,96.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUS
208,40,Austria,2000,Percentage of individuals using the internet,33.7,Population aged 14 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
209,40,Austria,2005,Percentage of individuals using the internet,58.0,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
210,40,Austria,2010,Percentage of individuals using the internet,75.2,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
211,40,Austria,2015,Percentage of individuals using the internet,83.9,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
212,40,Austria,2019,Percentage of individuals using the internet,87.8,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
213,40,Austria,2020,Percentage of individuals using the internet,87.5,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
214,40,Austria,2021,Percentage of individuals using the internet,92.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AUT
215,31,Azerbaijan,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
216,31,Azerbaijan,2005,Percentage of individuals using the internet,8.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
217,31,Azerbaijan,2010,Percentage of individuals using the internet,46.0,Population aged 7 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
218,31,Azerbaijan,2015,Percentage of individuals using the internet,77.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
219,31,Azerbaijan,2019,Percentage of individuals using the internet,81.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
220,31,Azerbaijan,2020,Percentage of individuals using the internet,84.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
221,31,Azerbaijan,2021,Percentage of individuals using the internet,86.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",AZE
222,44,Bahamas,2000,Percentage of individuals using the internet,8.0,Estimate.;Estimated based on 3 times the number of subscribers.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
223,44,Bahamas,2005,Percentage of individuals using the internet,25.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
224,44,Bahamas,2010,Percentage of individuals using the internet,43.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
225,44,Bahamas,2015,Percentage of individuals using the internet,78.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
226,44,Bahamas,2019,Percentage of individuals using the internet,90.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
227,44,Bahamas,2020,Percentage of individuals using the internet,92.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
228,44,Bahamas,2021,Percentage of individuals using the internet,94.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHS
229,48,Bahrain,2000,Percentage of individuals using the internet,6.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
230,48,Bahrain,2005,Percentage of individuals using the internet,21.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
231,48,Bahrain,2010,Percentage of individuals using the internet,55.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
232,48,Bahrain,2015,Percentage of individuals using the internet,93.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
233,48,Bahrain,2019,Percentage of individuals using the internet,99.7,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
234,48,Bahrain,2020,Percentage of individuals using the internet,99.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
235,48,Bahrain,2021,Percentage of individuals using the internet,100.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BHR
236,50,Bangladesh,2000,Percentage of individuals using the internet,0.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGD
237,50,Bangladesh,2005,Percentage of individuals using the internet,0.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGD
238,50,Bangladesh,2010,Percentage of individuals using the internet,3.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGD
239,50,Bangladesh,2015,Percentage of individuals using the internet,12.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGD
240,50,Bangladesh,2019,Percentage of individuals using the internet,27.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023.",BGD
